title,company_name,description
Platform Engineer,PagerDuty,"We are looking for a Platform Engineer to join our analytics team at PagerDuty. You will built event-driven microservices and deployed services on AWS. The ideal candidate has strong experience in microservices, python, and rest api. You should be comfortable working with postman and redis. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 5+ years of experience, proficiency in sql, ci/cd, and redis. Familiarity with jenkins is a plus. We offer competitive compensation, equity, and excellent benefits."
React Developer,Airbnb,"We are looking for a React Developer to join our data platform team at Airbnb. You will collaborated with UX designers and integrated REST APIs. The ideal candidate has strong experience in jest, responsive design, and rest api. You should be comfortable working with eslint and git. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 4+ years of experience, proficiency in react, figma, and javascript. Familiarity with webpack is a plus. We offer competitive compensation, equity, and excellent benefits."
Web Application Engineer,DataRobot,"We are looking for a Web Application Engineer to join our analytics team at DataRobot. You will improved SEO and performance and developed end-to-end web applications. The ideal candidate has strong experience in git, python, and javascript. You should be comfortable working with vs code and docker. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 3+ years of experience, proficiency in typescript, node.js, and react. Familiarity with jira is a plus. We offer competitive compensation, equity, and excellent benefits."
Full Stack Engineer,Notion,"Notion is hiring a Full Stack Engineer to help build and scale our data and engineering platform. In this role you will maintained CI/CD pipelines, improved SEO and performance, and built React frontends with Node.js backends. Must have: 3+ years in node.js, hands-on experience with css and docker, strong knowledge of react. Nice to have: git, vs code, docker. You will work closely with product and design teams to deliver high-quality software. Our stack: node.js, css, postman. Remote-friendly, competitive salary."
Staff Data Engineer,Datadog,"Datadog is hiring a Staff Data Engineer to help build and scale our data and engineering platform. In this role you will designed ETL workflows, implemented data quality checks, and automated ingestion jobs. Must have: 2+ years in docker, hands-on experience with spark and hadoop, strong knowledge of redshift. Nice to have: kafka, git, terraform. You will work closely with product and design teams to deliver high-quality software. Our stack: docker, spark, dbt. Remote-friendly, competitive salary."
Machine Learning Engineer,Faire,"Join Faire as a Machine Learning Engineer. We are a fast-growing startup solving hard problems with pytorch. What you'll do: fine-tuned transformer models; optimized model latency; built LLM-powered applications. What we need: deep expertise in rest api and python; strong background in deep learning; experience deploying mlflow at scale. Bonus: nlp, aws, hugging face. 5+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Senior Backend Engineer,DataRobot,"We are looking for a Senior Backend Engineer to join our engineering team at DataRobot. You will implemented authentication systems and integrated third-party APIs. The ideal candidate has strong experience in kafka, microservices, and python. You should be comfortable working with nginx and git. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 3+ years of experience, proficiency in mongodb, postgresql, and node.js. Familiarity with jenkins is a plus. We offer competitive compensation, equity, and excellent benefits."
Senior Frontend Engineer,Palantir,"We are looking for a Senior Frontend Engineer to join our infrastructure team at Palantir. You will integrated REST APIs and improved page load performance. The ideal candidate has strong experience in javascript, vue, and figma. You should be comfortable working with figma and storybook. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 3+ years of experience, proficiency in jest, git, and graphql. Familiarity with git is a plus. We offer competitive compensation, equity, and excellent benefits."
API Engineer,Snowflake,"Join Snowflake as a API Engineer. We are a fast-growing startup solving hard problems with kafka. What you'll do: deployed services on AWS; integrated third-party APIs; reduced API latency by 40%. What we need: deep expertise in java and redis; strong background in rest api; experience deploying nginx at scale. Bonus: node.js, sql, git. 5+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Data Infrastructure Engineer,NextGen Systems,"We are looking for a Data Infrastructure Engineer to join our engineering team at NextGen Systems. You will automated ingestion jobs and built data pipelines. The ideal candidate has strong experience in kafka, data pipelines, and redshift. You should be comfortable working with airflow and dbt. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 2+ years of experience, proficiency in snowflake, databricks, and aws. Familiarity with kubernetes is a plus. We offer competitive compensation, equity, and excellent benefits."
Senior Backend Engineer,Robinhood,"Robinhood is hiring a Senior Backend Engineer to help build and scale our data and engineering platform. In this role you will integrated third-party APIs, deployed services on AWS, and implemented authentication systems. Must have: 5+ years in docker, hands-on experience with python and postgresql, strong knowledge of rest api. Nice to have: node.js, docker, redis. You will work closely with product and design teams to deliver high-quality software. Our stack: docker, python, nginx. Remote-friendly, competitive salary."
Lead Data Scientist,Databricks,"Join Databricks as a Lead Data Scientist. We are a fast-growing startup solving hard problems with data analysis. What you'll do: conducted A/B testing; analyzed large datasets; designed feature engineering pipelines. What we need: deep expertise in machine learning and pytorch; strong background in tensorflow; experience deploying git at scale. Bonus: r, deep learning, aws. 5+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Principal Engineer,Robinhood,"Join Robinhood as a Principal Engineer. We are a fast-growing startup solving hard problems with ci/cd. What you'll do: implemented caching with Redis; led code reviews; refactored legacy systems. What we need: deep expertise in algorithms and aws; strong background in agile; experience deploying postman at scale. Bonus: python, docker, vs code. 4+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Lead Data Engineer,Brex,"We are looking for a Lead Data Engineer to join our developer experience team at Brex. You will automated ingestion jobs and built data pipelines. The ideal candidate has strong experience in data pipelines, sql, and docker. You should be comfortable working with airflow and git. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 5+ years of experience, proficiency in python, snowflake, and postgresql. Familiarity with jenkins is a plus. We offer competitive compensation, equity, and excellent benefits."
Strategy Analyst,Faire,"We are looking for a Strategy Analyst to join our developer experience team at Faire. You will facilitated stakeholder workshops and developed KPI frameworks. The ideal candidate has strong experience in jira, agile, and excel. You should be comfortable working with confluence and excel. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 3+ years of experience, proficiency in reporting, power bi, and requirements gathering. Familiarity with power bi is a plus. We offer competitive compensation, equity, and excellent benefits."
Data Engineer,Plaid,"Join Plaid as a Data Engineer. We are a fast-growing startup solving hard problems with python. What you'll do: optimized SQL queries; automated ingestion jobs; implemented data quality checks. What we need: deep expertise in aws and spark; strong background in snowflake; experience deploying dbt at scale. Bonus: data pipelines, scala, terraform. 2+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Staff Engineer,Stripe,"Join Stripe as a Staff Engineer. We are a fast-growing startup solving hard problems with algorithms. What you'll do: designed microservices architecture; optimized database queries; refactored legacy systems. What we need: deep expertise in git and java; strong background in system design; experience deploying jira at scale. Bonus: redis, aws, vs code. 5+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Frontend Developer,Lattice,"Join Lattice as a Frontend Developer. We are a fast-growing startup solving hard problems with redux. What you'll do: collaborated with UX designers; wrote unit and integration tests; improved page load performance. What we need: deep expertise in html and webpack; strong background in responsive design; experience deploying storybook at scale. Bonus: git, figma, vite. 3+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Data Analyst,ServiceNow,"We are looking for a Data Analyst to join our core platform team at ServiceNow. You will produced weekly performance reports and translated business needs into technical specs. The ideal candidate has strong experience in power bi, scrum, and excel. You should be comfortable working with excel and tableau. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 3+ years of experience, proficiency in requirements gathering, stakeholder management, and tableau. Familiarity with jira is a plus. We offer competitive compensation, equity, and excellent benefits."
Frontend Developer,Amazon,"We are looking for a Frontend Developer to join our data platform team at Amazon. You will collaborated with UX designers and integrated REST APIs. The ideal candidate has strong experience in jest, git, and javascript. You should be comfortable working with vite and eslint. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 2+ years of experience, proficiency in redux, responsive design, and html. Familiarity with storybook is a plus. We offer competitive compensation, equity, and excellent benefits."
Software Engineer,Lattice,"Lattice is hiring a Software Engineer to help build and scale our data and engineering platform. In this role you will led code reviews, refactored legacy systems, and built scalable backend services. Must have: 3+ years in sql, hands-on experience with docker and redis, strong knowledge of microservices. Nice to have: python, git, vs code. You will work closely with product and design teams to deliver high-quality software. Our stack: sql, docker, jira. Remote-friendly, competitive salary."
Cloud Engineer,Palo Alto Networks,"Join Palo Alto Networks as a Cloud Engineer. We are a fast-growing startup solving hard problems with docker. What you'll do: migrated on-prem systems to AWS; optimized cloud costs by 35%; set up disaster recovery workflows. What we need: deep expertise in networking and cloudformation; strong background in aws; experience deploying kubectl at scale. Bonus: linux, terraform, terraform. 5+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
ML Engineer,JetBrains,"Join JetBrains as a ML Engineer. We are a fast-growing startup solving hard problems with nlp. What you'll do: deployed ML models to production; implemented computer vision pipelines; optimized model latency. What we need: deep expertise in aws and deep learning; strong background in fastapi; experience deploying kubernetes at scale. Bonus: tensorflow, rest api, docker. 5+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Backend Engineer,Figma,"Figma is hiring a Backend Engineer to help build and scale our data and engineering platform. In this role you will implemented caching with Redis, built scalable backend services, and designed microservices architecture. Must have: 5+ years in mongodb, hands-on experience with python and sql, strong knowledge of rest api. Nice to have: docker, git, jenkins. You will work closely with product and design teams to deliver high-quality software. Our stack: mongodb, python, postman. Remote-friendly, competitive salary."
API Engineer,Faire,"We are looking for a API Engineer to join our product engineering team at Faire. You will designed high-performance APIs and reduced API latency by 40%. The ideal candidate has strong experience in java, postgresql, and rest api. You should be comfortable working with redis and postman. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 2+ years of experience, proficiency in microservices, git, and node.js. Familiarity with docker is a plus. We offer competitive compensation, equity, and excellent benefits."
AWS Solutions Architect,Amazon,"We are looking for a AWS Solutions Architect to join our infrastructure team at Amazon. You will designed cloud-native architectures and implemented IAM policies and security hardening. The ideal candidate has strong experience in aws, linux, and iam. You should be comfortable working with aws cli and terraform. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 4+ years of experience, proficiency in networking, s3, and python. Familiarity with vault is a plus. We offer competitive compensation, equity, and excellent benefits."
AI Engineer,Microsoft,"Join Microsoft as a AI Engineer. We are a fast-growing startup solving hard problems with rest api. What you'll do: designed inference APIs; fine-tuned transformer models; built LLM-powered applications. What we need: deep expertise in tensorflow and kubernetes; strong background in aws; experience deploying kubernetes at scale. Bonus: python, nlp, docker. 3+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Server-Side Engineer,Anthropic,"We are looking for a Server-Side Engineer to join our AI/ML team at Anthropic. You will implemented authentication systems and integrated third-party APIs. The ideal candidate has strong experience in microservices, redis, and rest api. You should be comfortable working with nginx and docker. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 5+ years of experience, proficiency in grpc, kafka, and java. Familiarity with redis is a plus. We offer competitive compensation, equity, and excellent benefits."
Data Engineer,Oracle,"Oracle is hiring a Data Engineer to help build and scale our data and engineering platform. In this role you will deployed Kafka streaming systems, automated ingestion jobs, and designed ETL workflows. Must have: 5+ years in airflow, hands-on experience with kafka and python, strong knowledge of scala. Nice to have: databricks, git, airflow. You will work closely with product and design teams to deliver high-quality software. Our stack: airflow, kafka, jenkins. Remote-friendly, competitive salary."
Senior Business Analyst,DataRobot,"DataRobot is hiring a Senior Business Analyst to help build and scale our data and engineering platform. In this role you will streamlined business processes, facilitated stakeholder workshops, and developed KPI frameworks. Must have: 5+ years in reporting, hands-on experience with stakeholder management and python, strong knowledge of tableau. Nice to have: jira, excel, sql. You will work closely with product and design teams to deliver high-quality software. Our stack: reporting, stakeholder management, jira. Remote-friendly, competitive salary."
DevOps Engineer,Weights & Biases,"We are looking for a DevOps Engineer to join our AI/ML team at Weights & Biases. You will managed Kubernetes clusters and reduced deployment time. The ideal candidate has strong experience in docker, python, and bash. You should be comfortable working with jenkins and pagerduty. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 2+ years of experience, proficiency in terraform, grafana, and kubernetes. Familiarity with helm is a plus. We offer competitive compensation, equity, and excellent benefits."
Research Engineer,Datadog,"Datadog is hiring a Research Engineer to help build and scale our data and engineering platform. In this role you will implemented computer vision pipelines, fine-tuned transformer models, and built LLM-powered applications. Must have: 4+ years in transformers, hands-on experience with tensorflow and pytorch, strong knowledge of aws. Nice to have: computer vision, docker, kubernetes. You will work closely with product and design teams to deliver high-quality software. Our stack: transformers, tensorflow, mlflow. Remote-friendly, competitive salary."
Full Stack Developer,PagerDuty,"PagerDuty is hiring a Full Stack Developer to help build and scale our data and engineering platform. In this role you will designed and deployed full stack features, developed end-to-end web applications, and integrated payment gateways. Must have: 5+ years in git, hands-on experience with html and css, strong knowledge of node.js. Nice to have: docker, postman, vs code. You will work closely with product and design teams to deliver high-quality software. Our stack: git, html, figma. Remote-friendly, competitive salary."
Senior Cloud Engineer,Cisco,"Join Cisco as a Senior Cloud Engineer. We are a fast-growing startup solving hard problems with azure. What you'll do: automated infrastructure with Terraform; designed cloud-native architectures; implemented IAM policies and security hardening. What we need: deep expertise in linux and aws; strong background in kubernetes; experience deploying kubectl at scale. Bonus: lambda, cloudformation, vault. 2+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Platform Engineer,VMware,"We are looking for a Platform Engineer to join our data platform team at VMware. You will designed disaster recovery plans and provisioned cloud infrastructure with Terraform. The ideal candidate has strong experience in linux, kubernetes, and prometheus. You should be comfortable working with pagerduty and helm. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 3+ years of experience, proficiency in aws, monitoring, and ci/cd. Familiarity with github actions is a plus. We offer competitive compensation, equity, and excellent benefits."
Senior Business Analyst,Splunk,"We are looking for a Senior Business Analyst to join our AI/ML team at Splunk. You will facilitated stakeholder workshops and produced weekly performance reports. The ideal candidate has strong experience in data analysis, power bi, and tableau. You should be comfortable working with tableau and power bi. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 2+ years of experience, proficiency in requirements gathering, confluence, and statistics. Familiarity with sql is a plus. We offer competitive compensation, equity, and excellent benefits."
Senior Business Analyst,Accenture,"Join Accenture as a Senior Business Analyst. We are a fast-growing startup solving hard problems with excel. What you'll do: produced weekly performance reports; translated business needs into technical specs; analyzed business requirements. What we need: deep expertise in tableau and power bi; strong background in data analysis; experience deploying power bi at scale. Bonus: jira, python, tableau. 4+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Senior Backend Engineer,Okta,"We are looking for a Senior Backend Engineer to join our developer experience team at Okta. You will optimized database schemas and integrated third-party APIs. The ideal candidate has strong experience in mongodb, docker, and microservices. You should be comfortable working with jenkins and docker. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 5+ years of experience, proficiency in aws, git, and ci/cd. Familiarity with postman is a plus. We offer competitive compensation, equity, and excellent benefits."
Senior Data Scientist,New Relic,"Join New Relic as a Senior Data Scientist. We are a fast-growing startup solving hard problems with pandas. What you'll do: built predictive models; analyzed large datasets; created dashboards. What we need: deep expertise in tensorflow and statistics; strong background in r; experience deploying git at scale. Bonus: jupyter, deep learning, jupyter. 3+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Business Analyst,Scale AI,"Join Scale AI as a Business Analyst. We are a fast-growing startup solving hard problems with confluence. What you'll do: streamlined business processes; analyzed business requirements; developed KPI frameworks. What we need: deep expertise in agile and data analysis; strong background in requirements gathering; experience deploying confluence at scale. Bonus: scrum, power bi, jira. 4+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Staff Data Scientist,Lattice,"We are looking for a Staff Data Scientist to join our data platform team at Lattice. You will optimized model performance and implemented neural networks. The ideal candidate has strong experience in r, numpy, and pytorch. You should be comfortable working with jupyter and azure. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 2+ years of experience, proficiency in sql, matplotlib, and tensorflow. Familiarity with git is a plus. We offer competitive compensation, equity, and excellent benefits."
Senior Full Stack Engineer,CrowdStrike,"CrowdStrike is hiring a Senior Full Stack Engineer to help build and scale our data and engineering platform. In this role you will built React frontends with Node.js backends, integrated payment gateways, and maintained CI/CD pipelines. Must have: 3+ years in sql, hands-on experience with react and aws, strong knowledge of rest api. Nice to have: node.js, jira, postman. You will work closely with product and design teams to deliver high-quality software. Our stack: sql, react, git. Remote-friendly, competitive salary."
Research Engineer,Cisco,"We are looking for a Research Engineer to join our engineering team at Cisco. You will fine-tuned transformer models and optimized model latency. The ideal candidate has strong experience in kubernetes, llm, and nlp. You should be comfortable working with kubernetes and aws sagemaker. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 3+ years of experience, proficiency in machine learning, aws, and pytorch. Familiarity with docker is a plus. We offer competitive compensation, equity, and excellent benefits."
Senior Cloud Engineer,SmartBridge Tech,"Join SmartBridge Tech as a Senior Cloud Engineer. We are a fast-growing startup solving hard problems with kubernetes. What you'll do: designed cloud-native architectures; implemented IAM policies and security hardening; optimized cloud costs by 35%. What we need: deep expertise in python and monitoring; strong background in lambda; experience deploying terraform at scale. Bonus: iam, security, aws cli. 5+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Operations Analyst,Atlassian,"Join Atlassian as a Operations Analyst. We are a fast-growing startup solving hard problems with power bi. What you'll do: translated business needs into technical specs; developed KPI frameworks; created executive dashboards. What we need: deep expertise in data analysis and jira; strong background in agile; experience deploying sql at scale. Bonus: tableau, confluence, confluence. 4+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Lead Data Engineer,DataFlow Labs,"Join DataFlow Labs as a Lead Data Engineer. We are a fast-growing startup solving hard problems with scala. What you'll do: automated ingestion jobs; optimized SQL queries; designed ETL workflows. What we need: deep expertise in snowflake and docker; strong background in data pipelines; experience deploying dbt at scale. Bonus: kafka, redshift, git. 4+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Web Application Engineer,Brex,"We are looking for a Web Application Engineer to join our analytics team at Brex. You will built React frontends with Node.js backends and integrated payment gateways. The ideal candidate has strong experience in aws, ci/cd, and node.js. You should be comfortable working with git and docker. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 2+ years of experience, proficiency in rest api, react, and docker. Familiarity with figma is a plus. We offer competitive compensation, equity, and excellent benefits."
AWS Solutions Architect,Salesforce,"Join Salesforce as a AWS Solutions Architect. We are a fast-growing startup solving hard problems with docker. What you'll do: managed multi-region deployments; designed cloud-native architectures; automated infrastructure with Terraform. What we need: deep expertise in python and lambda; strong background in s3; experience deploying vault at scale. Bonus: ci/cd, azure, aws cli. 4+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Data Engineer,Weights & Biases,"We are looking for a Data Engineer to join our cloud infrastructure team at Weights & Biases. You will optimized SQL queries and built data pipelines. The ideal candidate has strong experience in redshift, databricks, and docker. You should be comfortable working with airflow and terraform. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 2+ years of experience, proficiency in hadoop, data pipelines, and snowflake. Familiarity with jenkins is a plus. We offer competitive compensation, equity, and excellent benefits."
Data Scientist,Scale AI,"We are looking for a Data Scientist to join our data platform team at Scale AI. You will designed feature engineering pipelines and developed ML pipelines. The ideal candidate has strong experience in numpy, pytorch, and pandas. You should be comfortable working with git and aws. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 5+ years of experience, proficiency in machine learning, scikit-learn, and jupyter. Familiarity with docker is a plus. We offer competitive compensation, equity, and excellent benefits."
Principal Data Scientist,Airbnb,"Airbnb is hiring a Principal Data Scientist to help build and scale our data and engineering platform. In this role you will optimized model performance, implemented neural networks, and conducted A/B testing. Must have: 4+ years in tableau, hands-on experience with deep learning and statistics, strong knowledge of python. Nice to have: matplotlib, docker, spark. You will work closely with product and design teams to deliver high-quality software. Our stack: tableau, deep learning, aws. Remote-friendly, competitive salary."
Senior Data Engineer,Rippling,"Join Rippling as a Senior Data Engineer. We are a fast-growing startup solving hard problems with sql. What you'll do: automated ingestion jobs; managed data warehouses; implemented data quality checks. What we need: deep expertise in databricks and aws; strong background in python; experience deploying airflow at scale. Bonus: data pipelines, postgresql, kubernetes. 4+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Data Infrastructure Engineer,ServiceNow,"We are looking for a Data Infrastructure Engineer to join our infrastructure team at ServiceNow. You will deployed Kafka streaming systems and managed data warehouses. The ideal candidate has strong experience in etl, sql, and databricks. You should be comfortable working with git and terraform. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 4+ years of experience, proficiency in docker, airflow, and scala. Familiarity with kubernetes is a plus. We offer competitive compensation, equity, and excellent benefits."
Senior Frontend Engineer,Canva,"Join Canva as a Senior Frontend Engineer. We are a fast-growing startup solving hard problems with responsive design. What you'll do: developed accessible web interfaces; implemented UI component libraries; built responsive React applications. What we need: deep expertise in figma and jest; strong background in graphql; experience deploying eslint at scale. Bonus: vue, redux, figma. 3+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Principal Engineer,Elastic,"We are looking for a Principal Engineer to join our data platform team at Elastic. You will designed microservices architecture and implemented caching with Redis. The ideal candidate has strong experience in java, postgresql, and sql. You should be comfortable working with jenkins and git. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 3+ years of experience, proficiency in git, docker, and aws. Familiarity with vs code is a plus. We offer competitive compensation, equity, and excellent benefits."
Cloud Architect,Amazon,"We are looking for a Cloud Architect to join our cloud infrastructure team at Amazon. You will optimized cloud costs by 35% and designed cloud-native architectures. The ideal candidate has strong experience in monitoring, linux, and docker. You should be comfortable working with vault and terraform. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 2+ years of experience, proficiency in terraform, ci/cd, and aws. Familiarity with ansible is a plus. We offer competitive compensation, equity, and excellent benefits."
Cloud Architect,Confluent,"Confluent is hiring a Cloud Architect to help build and scale our data and engineering platform. In this role you will managed multi-region deployments, automated infrastructure with Terraform, and migrated on-prem systems to AWS. Must have: 5+ years in kubernetes, hands-on experience with azure and python, strong knowledge of cloudformation. Nice to have: networking, kubectl, vault. You will work closely with product and design teams to deliver high-quality software. Our stack: kubernetes, azure, ansible. Remote-friendly, competitive salary."
Principal Data Scientist,Snowflake,"Join Snowflake as a Principal Data Scientist. We are a fast-growing startup solving hard problems with matplotlib. What you'll do: analyzed large datasets; optimized model performance; developed ML pipelines. What we need: deep expertise in jupyter and machine learning; strong background in python; experience deploying spark at scale. Bonus: r, sql, aws. 4+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Frontend Developer,Brex,"We are looking for a Frontend Developer to join our engineering team at Brex. You will developed accessible web interfaces and integrated REST APIs. The ideal candidate has strong experience in html, graphql, and redux. You should be comfortable working with vite and webpack. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 2+ years of experience, proficiency in css, figma, and webpack. Familiarity with eslint is a plus. We offer competitive compensation, equity, and excellent benefits."
Senior ML Engineer,Figma,"We are looking for a Senior ML Engineer to join our data platform team at Figma. You will optimized model latency and built LLM-powered applications. The ideal candidate has strong experience in pytorch, model deployment, and python. You should be comfortable working with kubernetes and hugging face. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 3+ years of experience, proficiency in docker, nlp, and tensorflow. Familiarity with docker is a plus. We offer competitive compensation, equity, and excellent benefits."
Senior Software Engineer,PagerDuty,"Join PagerDuty as a Senior Software Engineer. We are a fast-growing startup solving hard problems with ci/cd. What you'll do: refactored legacy systems; designed microservices architecture; developed RESTful APIs. What we need: deep expertise in git and agile; strong background in postgresql; experience deploying docker at scale. Bonus: system design, java, jenkins. 4+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Senior ML Engineer,Elastic,"Join Elastic as a Senior ML Engineer. We are a fast-growing startup solving hard problems with machine learning. What you'll do: implemented computer vision pipelines; built LLM-powered applications; designed inference APIs. What we need: deep expertise in llm and docker; strong background in aws; experience deploying hugging face at scale. Bonus: transformers, fastapi, kubernetes. 3+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Lead Data Engineer,Splunk,"We are looking for a Lead Data Engineer to join our AI/ML team at Splunk. You will managed data warehouses and automated ingestion jobs. The ideal candidate has strong experience in sql, airflow, and postgresql. You should be comfortable working with kubernetes and jenkins. Responsibilities include designing scalable systems, collaborating with cross-functional teams, and driving best practices. Requirements: 3+ years of experience, proficiency in snowflake, kafka, and etl. Familiarity with terraform is a plus. We offer competitive compensation, equity, and excellent benefits."
API Engineer,CloudVentures,"Join CloudVentures as a API Engineer. We are a fast-growing startup solving hard problems with kafka. What you'll do: reduced API latency by 40%; built event-driven microservices; integrated third-party APIs. What we need: deep expertise in node.js and microservices; strong background in python; experience deploying git at scale. Bonus: rest api, git, nginx. 3+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Backend Engineer,CloudVentures,"CloudVentures is hiring a Backend Engineer to help build and scale our data and engineering platform. In this role you will developed RESTful APIs, built scalable backend services, and implemented caching with Redis. Must have: 3+ years in java, hands-on experience with postgresql and system design, strong knowledge of docker. Nice to have: agile, vs code, docker. You will work closely with product and design teams to deliver high-quality software. Our stack: java, postgresql, git. Remote-friendly, competitive salary."
Full Stack Developer,TechStartup Inc,"TechStartup Inc is hiring a Full Stack Developer to help build and scale our data and engineering platform. In this role you will built React frontends with Node.js backends, built real-time chat with WebSockets, and improved SEO and performance. Must have: 3+ years in mongodb, hands-on experience with sql and ci/cd, strong knowledge of html. Nice to have: rest api, vs code, jira. You will work closely with product and design teams to deliver high-quality software. Our stack: mongodb, sql, docker. Remote-friendly, competitive salary."
Full Stack Developer,AMD,"AMD is hiring a Full Stack Developer to help build and scale our data and engineering platform. In this role you will improved SEO and performance, maintained CI/CD pipelines, and designed and deployed full stack features. Must have: 4+ years in typescript, hands-on experience with rest api and python, strong knowledge of mongodb. Nice to have: javascript, git, vs code. You will work closely with product and design teams to deliver high-quality software. Our stack: typescript, rest api, postman. Remote-friendly, competitive salary."
Senior ML Engineer,Snowflake,"Join Snowflake as a Senior ML Engineer. We are a fast-growing startup solving hard problems with kubernetes. What you'll do: deployed ML models to production; built LLM-powered applications; fine-tuned transformer models. What we need: deep expertise in transformers and deep learning; strong background in nlp; experience deploying kubernetes at scale. Bonus: computer vision, rest api, aws sagemaker. 4+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
Data Infrastructure Engineer,SmartBridge Tech,"SmartBridge Tech is hiring a Data Infrastructure Engineer to help build and scale our data and engineering platform. In this role you will implemented data quality checks, managed data warehouses, and automated ingestion jobs. Must have: 2+ years in etl, hands-on experience with kafka and redshift, strong knowledge of data pipelines. Nice to have: snowflake, terraform, jenkins. You will work closely with product and design teams to deliver high-quality software. Our stack: etl, kafka, dbt. Remote-friendly, competitive salary."
Business Analyst,PagerDuty,"Join PagerDuty as a Business Analyst. We are a fast-growing startup solving hard problems with reporting. What you'll do: facilitated stakeholder workshops; created executive dashboards; analyzed business requirements. What we need: deep expertise in power bi and excel; strong background in scrum; experience deploying power bi at scale. Bonus: stakeholder management, data analysis, jira. 4+ years of professional experience required. Benefits: unlimited PTO, remote work, top-of-market compensation, and equity."
